Ciudad_Mapa,Nombre_despacho,Link_Despacho
"Antioquia, Capital: Medellín",JUZGADO 004 PENAL DE CIRCUITO ESPECIALIZADO DE ANTIOQUIA,https://www.ramajudicial.gov.co/web/juzgado-004-penal-de-circuito-especializado-de-antioquia
"Antioquia, Capital: Medellín",JUZGADO 005 PENAL DE CIRCUITO ESPECIALIZADO DE ANTIOQUIA,https://www.ramajudicial.gov.co/web/juzgado-005-penal-de-circuito-especializado-de-antioquia-
Medellín,JUZGADO 001 PENAL DE CIRCUITO ESPECIALIZADO DE MEDELLÍN,https://www.ramajudicial.gov.co/web/juzgado-001-penal-de-circuito-especializado-de-medellin
Medellín,JUZGADO 002 PENAL DE CIRCUITO ESPECIALIZADO DE MEDELLÍN,https://www.ramajudicial.gov.co/web/juzgado-002-penal-de-circuito-especializado-de-medellin
Medellín,JUZGADO 003 PENAL DE CIRCUITO ESPECIALIZADO DE MEDELLÍN,https://www.ramajudicial.gov.co/web/juzgado-003-penal-de-circuito-especializado-de-medellin
Medellín,JUZGADO 004 PENAL DE CIRCUITO ESPECIALIZADO DE MEDELLÍN,https://www.ramajudicial.gov.co/web/juzgado-004-penal-de-circuito-especializado-de-medellin
Medellín,JUZGADO 005 PENAL DE CIRCUITO ESPECIALIZADO DE MEDELLÍN,https://www.ramajudicial.gov.co/web/juzgado-005-penal-de-circuito-especializado-de-medellin
Medellín,SECRETARIA JUZGADOS PENAL DEL CIRCUITO ESPECIALIZADO DE MEDELLIN,https://www.ramajudicial.gov.co/web/secretaria-juzgados-penal-del-circuito-especializado-de-medellin
"Arauca, Capital: Arauca",JUZGADO 001 PENAL DE CIRCUITO ESPECIALIZADO DE ARAUCA,https://www.ramajudicial.gov.co/web/juzgado-001-penal-de-circuito-especializado-de-arauca
"Arauca, Capital: Arauca",JUZGADO 002 PENAL DE CIRCUITO ESPECIALIZADO DE ARAUCA,https://www.ramajudicial.gov.co/web/juzgado-002-penal-de-circuito-especializado-de-arauca-
"Atlántico, Capital: Barranquilla",JUZGADO 002 PENAL DE CIRCUITO ESPECIALIZADO DE BARRANQUILLA,https://www.ramajudicial.gov.co/web/juzgado-002-penal-de-circuito-especializado-de-barranquilla-
"Bolivar, Capital: Cartagena",JUZGADO 002 PENAL DE CIRCUITO ESPECIALIZADO DE CARTAGENA,https://www.ramajudicial.gov.co/web/juzgado-002-penal-de-circuito-especializado-de-cartagena
"Bolivar, Capital: Cartagena",JUZGADO 003 PENAL DE CIRCUITO ESPECIALIZADO DE CARTAGENA,https://www.ramajudicial.gov.co/web/juzgado-003-penal-de-circuito-especializado-de-cartagena-
"Boyacá, Capital: Tunja",JUZGADO 001 PENAL DE CIRCUITO ESPECIALIZADO DE TUNJA,https://www.ramajudicial.gov.co/web/juzgado-001-penal-de-circuito-especializado-de-tunja
"Boyacá, Santa Rosa de Viterbo",JUZGADO 001 PENAL DE CIRCUITO ESPECIALIZADO DE SANTA ROSA DE VITERBO,https://www.ramajudicial.gov.co/web/juzgado-001-penal-de-circuito-especializado-de-santa-rosa-de-viterbo
"Caldas, Capital: Manizales",JUZGADO 001 PENAL DE CIRCUITO ESPECIALIZADO DE MANIZALES,https://www.ramajudicial.gov.co/web/juzgado-001-penal-de-circuito-especializado-de-manizales
"Caqueta, Capital: Florencia",JUZGADO 001 PENAL DE CIRCUITO ESPECIALIZADO DE FLORENCIA,https://www.ramajudicial.gov.co/web/juzgado-001-penal-de-circuito-especializado-de-florencia
"Caqueta, Capital: Florencia",JUZGADO 002 PENAL DE CIRCUITO ESPECIALIZADO DE FLORENCIA,https://www.ramajudicial.gov.co/web/juzgado-002-penal-de-circuito-especializado-de-florencia
"Caqueta, Capital: Florencia",JUZGADO 003 PENAL DE CIRCUITO ESPECIALIZADO ITINERANTE DE FLORENCIA,https://www.ramajudicial.gov.co/web/juzgado-003-penal-de-circuito-especializado-itinerante-de-florencia-
"Casanare, Capital: Yopal",JUZGADO 001 PENAL DE CIRCUITO ESPECIALIZADO DE YOPAL,https://www.ramajudicial.gov.co/web/juzgado-001-penal-de-circuito-especializado-de-yopal
"Cauca, Capital: Popayán",JUZGADO 001 PENAL DE CIRCUITO ESPECIALIZADO DE POPAYÁN,https://www.ramajudicial.gov.co/web/juzgado-001-penal-de-circuito-especializado-de-popayan
"Cauca, Capital: Popayán",JUZGADO 003 PENAL DE CIRCUITO ESPECIALIZADO DE POPAYÁN,https://www.ramajudicial.gov.co/web/juzgado-003-penal-de-circuito-especializado-de-popayan-
"Cauca, Capital: Popayán",JUZGADO 004 PENAL DE CIRCUITO ESPECIALIZADO ITINERANTE DE POPAYÁN,https://www.ramajudicial.gov.co/web/juzgado-004-penal-de-circuito-especializado-itinerante-de-popayan
"Cesar, Capital: Valledupar",JUZGADO 004 PENAL DE CIRCUITO ESPECIALIZADO DE VALLEDUPAR,https://www.ramajudicial.gov.co/web/juzgado-004-penal-de-circuito-especializado-de-valledupar
"Chocó, Capital: Quibdó",JUZGADO 001 PENAL DE CIRCUITO ESPECIALIZADO DE QUIBDÓ,https://www.ramajudicial.gov.co/web/juzgado-001-penal-de-circuito-especializado-de-quibdo
"Chocó, Capital: Quibdó",JUZGADO 002 PENAL DE CIRCUITO ESPECIALIZADO DE QUIBDÓ,https://www.ramajudicial.gov.co/web/juzgado-002-penal-de-circuito-especializado-de-quibdo-
"Chocó, Capital: Quibdó",JUZGADO 003 PENAL DE CIRCUITO ESPECIALIZADO DE QUIBDÓ,https://www.ramajudicial.gov.co/web/juzgado-003-penal-de-circuito-especializado-de-quibdo-
"Chocó, Capital: Quibdó",JUZGADO 004 PENAL DE CIRCUITO ESPECIALIZADO DE QUIBDÓ,https://www.ramajudicial.gov.co/web/juzgado-004-penal-de-circuito-especializado-de-quibdo
"Cordoba, Capital: Montería",JUZGADO 001 PENAL DE CIRCUITO ESPECIALIZADO DE MONTERÍA,https://www.ramajudicial.gov.co/web/juzgado-001-penal-de-circuito-especializado-de-monteria
"Cordoba, Capital: Montería",JUZGADO 002 PENAL DE CIRCUITO ESPECIALIZADO DE MONTERÍA,https://www.ramajudicial.gov.co/web/juzgado-002-penal-de-circuito-especializado-de-monteria-
"Cordoba, Capital: Montería",JUZGADO 411 PENAL DE CIRCUITO ESPECIALIZADO TRANSITORIO DE MONTERÍA,https://www.ramajudicial.gov.co/web/juzgado-411-penal-de-circuito-especializado-transitorio-de-monteria
Cundinamarca,JUZGADO 001 PENAL DE CIRCUITO ESPECIALIZADO DE CUNDINAMARCA,https://www.ramajudicial.gov.co/web/juzgado-001-penal-de-circuito-especializado-de-cundinamarca
Cundinamarca,JUZGADO 002 PENAL DE CIRCUITO ESPECIALIZADO DE CUNDINAMARCA,https://www.ramajudicial.gov.co/web/juzgado-002-penal-de-circuito-especializado-de-cundinamarca
Cundinamarca,CENTRO DE SERV. JUDICIALES PARA JUZGADO PENALES DEL CTO. ESP. DE NEIVA,https://www.ramajudicial.gov.co/web/centro-de-serv-judiciales-para-juzgado-penales-de-neiva
Cundinamarca,JUZGADO 001 PENAL DE CIRCUITO ESPECIALIZADO DE NEIVA,https://www.ramajudicial.gov.co/web/juzgado-001-penal-de-circuito-especializado-de-neiva
Cundinamarca,JUZGADO 002 PENAL DE CIRCUITO ESPECIALIZADO DE NEIVA,https://www.ramajudicial.gov.co/web/juzgado-002-penal-de-circuito-especializado-de-neiva
Cundinamarca,JUZGADO 003 PENAL DE CIRCUITO ESPECIALIZADO DE NEIVA,https://www.ramajudicial.gov.co/web/juzgado-003-penal-de-circuito-especializado-de-neiva
"La Guajira, Capital: Riohacha",JUZGADO 001 PENAL DE CIRCUITO ESPECIALIZADO DE RIOHACHA,https://www.ramajudicial.gov.co/web/juzgado-001-penal-de-circuito-especializado-de-riohacha
"Magdalena, Capital: Santa Marta",JUZGADO 001 PENAL DE CIRCUITO ESPECIALIZADO DE SANTA MARTA,https://www.ramajudicial.gov.co/web/juzgado-001-penal-de-circuito-especializado-de-santa-marta
"Magdalena, Capital: Santa Marta",JUZGADO 002 PENAL DE CIRCUITO ESPECIALIZADO DE SANTA MARTA,https://www.ramajudicial.gov.co/web/juzgado-002-penal-de-circuito-especializado-de-santa-marta
"Magdalena, Capital: Santa Marta",JUZGADO 411 PENAL DE CIRCUITO ESPECIALIZADO TRANSITORIO DE SANTA MARTA,https://www.ramajudicial.gov.co/web/juzgado-411-penal-de-circuito-especializado-transitorio-de-santa-marta
"Meta, Capital: Villavicencio",JUZGADO 001 PENAL DE CIRCUITO ESPECIALIZADO DE VILLAVICENCIO,https://www.ramajudicial.gov.co/web/juzgado-001-penal-de-circuito-especializado-de-villavicencio
"Meta, Capital: Villavicencio",JUZGADO 003 PENAL DE CIRCUITO ESPECIALIZADO DE VILLAVICENCIO,https://www.ramajudicial.gov.co/web/juzgado-003-penal-de-circuito-especializado-de-villavicencio
"Meta, Capital: Villavicencio",JUZGADO 004 PENAL DE CIRCUITO ESPECIALIZADO DE VILLAVICENCIO,https://www.ramajudicial.gov.co/web/juzgado-004-penal-de-circuito-especializado-de-villavicencio
"Nariño, Capital: Pasto",JUZGADO 001 PENAL DE CIRCUITO ESPECIALIZADO DE TUMACO,https://www.ramajudicial.gov.co/web/juzgado-001-penal-de-circuito-especializado-de-tumaco
"Nariño, Capital: Pasto",JUZGADO 002 PENAL DEL CIRCUITO ESPECIALIZADO DE TUMACO,https://www.ramajudicial.gov.co/web/juzgado-002-penal-del-circuito-especializado-de-tumaco
"Norte de Santander, Capital: Cúcuta",JUZGADO 005 PENAL DE CIRCUITO ESPECIALIZADO ITINERANTE DE CÚCUTA,https://www.ramajudicial.gov.co/web/juzgado-005-penal-de-circuito-especializado-itinerante-de-cucuta-
"Putumayo, Capital: Mocoa",JUZGADO 001 PENAL DE CIRCUITO ESPECIALIZADO DE PUERTO ASÍS,https://www.ramajudicial.gov.co/web/juzgado-001-penal-de-circuito-especializado-de-puerto-asis
"Putumayo, Capital: Mocoa",JUZGADO 002 PENAL DE CIRCUITO ESPECIALIZADO ITINERANTE DE PUERTO ASÍS,https://www.ramajudicial.gov.co/web/juzgado-002-penal-de-circuito-especializado-itinerante-de-puerto-asis-
"Quindio, Capital: Armenia",JUZGADO 001 PENAL DE CIRCUITO ESPECIALIZADO DE ARMENIA,https://www.ramajudicial.gov.co/web/juzgado-001-penal-de-circuito-especializado-de-armenia
"Risaralda, Capital: Pereira",JUZGADO 001 PENAL DE CIRCUITO ESPECIALIZADO DE PEREIRA,https://www.ramajudicial.gov.co/web/juzgado-001-penal-de-circuito-especializado-de-pereira
"Risaralda, Capital: Pereira",JUZGADO 002 PENAL DE CIRCUITO ESPECIALIZADO DE PEREIRA,https://www.ramajudicial.gov.co/web/juzgado-002-penal-de-circuito-especializado-de-pereira
"Santander, Capital: Bucaramanga",CENTRO DE SERVICIOS JUZGADOS PENALES CIRCUITO ESPECIALIZADO DE BUCARAMANGA,https://www.ramajudicial.gov.co/web/centro-de-servicios-juzgados-penales-circuito-especializado-de-bucaramanga
"Sucre, Capital: Sincelejo",JUZGADO 001 PENAL DE CIRCUITO ESPECIALIZADO DE SINCELEJO,https://www.ramajudicial.gov.co/web/juzgado-001-penal-de-circuito-especializado-de-sincelejo
"Tolima, Capital: Ibague",JUZGADO 001 PENAL DE CIRCUITO ESPECIALIZADO DE IBAGUÉ,https://www.ramajudicial.gov.co/web/juzgado-001-penal-de-circuito-especializado-de-ibague
"Tolima, Capital: Ibague",JUZGADO 002 PENAL DE CIRCUITO ESPECIALIZADO DE IBAGUÉ,https://www.ramajudicial.gov.co/web/juzgado-002-penal-de-circuito-especializado-de-ibague
Buga,JUZGADO 003 PENAL DE CIRCUITO ESPECIALIZADO DE BUGA,https://www.ramajudicial.gov.co/web/juzgado-003-penal-de-circuito-especializado-de-buga
"Valle del Cauca, Capital: Cali",JUZGADO 003 PENAL DE CIRCUITO ESPECIALIZADO DE CALI,https://www.ramajudicial.gov.co/web/juzgado-003-penal-de-circuito-especializado-de-cali
"Valle del Cauca, Capital: Cali",JUZGADO 005 PENAL DE CIRCUITO ESPECIALIZADO DE CALI,https://www.ramajudicial.gov.co/web/juzgado-005-penal-de-circuito-especializado-de-cali
"Antioquia, Capital: Medellín",JUZGADO 001 PENAL DEL CIRCUITO ESPECIALIZADO EN EXTINCIÓN DE DOMINIO DE ANTIOQUIA,https://www.ramajudicial.gov.co/web/juzgado-001-penal-del-circuito-especializado-en-extincion-de-dominio-de-antioquia
"Antioquia, Capital: Medellín",JUZGADO 002 PENAL DEL CIRCUITO ESPECIALIZADO EN EXTINCIÓN DE DOMINIO DE ANTIOQUIA,https://www.ramajudicial.gov.co/web/juzgado-002-penal-del-circuito-especializado-en-extincion-de-dominio-de-antioquia
"Atlántico, Capital: Barranquilla",JUZGADO 001 PENAL DEL CIRCUITO ESPECIALIZADO EN EXTINCIÓN DE DOMINIO DE BARRANQUILLA,https://www.ramajudicial.gov.co/web/juzgado-001-penal-del-circuito-especializado-en-extincion-de-dominio-de-barranquilla
Bogotá,CENTRO DE SERVICIOS JUZGADOS PENALES DEL CIRCUITO ESPECIALIZADOS EN EXTINCIÓN DE DOMINIO DE BOGOTÁ,https://www.ramajudicial.gov.co/web/centro-de-servicios-juzgados-penales-del-circuito-especializados-en-extincion-de-dominio-de-bogota
Bogotá,JUZGADO 001 PENAL DEL CIRCUITO ESPECIALIZADO EN EXTINCIÓN DE DOMINIO DE BOGOTÁ,https://www.ramajudicial.gov.co/web/juzgado-001-penal-del-circuito-especializado-en-extincion-de-dominio-de-bogota
Bogotá,JUZGADO 002 PENAL DEL CIRCUITO ESPECIALIZADO EN EXTINCIÓN DE DOMINIO DE BOGOTÁ,https://www.ramajudicial.gov.co/web/juzgado-002-penal-del-circuito-especializado-en-extincion-de-dominio-de-bogota
Bogotá,JUZGADO 003 PENAL DEL CIRCUITO ESPECIALIZADO EN EXTINCIÓN DE DOMINIO DE BOGOTÁ,https://www.ramajudicial.gov.co/web/juzgado-003-penal-del-circuito-especializado-en-extincion-de-dominio-de-bogota
Bogotá,JUZGADO 004 PENAL DEL CIRCUITO ESPECIALIZADO EN EXTINCIÓN DE DOMINIO DE BOGOTÁ,https://www.ramajudicial.gov.co/web/juzgado-004-penal-del-circuito-especializado-en-extincion-de-dominio-de-bogota
Bogotá,JUZGADO 001 PENAL DEL CIRCUITO ESPECIALIZADO EN EXTINCIÓN DE DOMINIO DE NEIVA,https://www.ramajudicial.gov.co/web/juzgado-01-penal-del-circuito-especializado-en-extincion-de-dominio-de-neiva
"Meta, Capital: Villavicencio",JUZGADO 001 PENAL DEL CIRCUITO ESPECIALIZADO EN EXTINCIÓN DE DOMINIO DE VILLAVICENCIO,https://www.ramajudicial.gov.co/web/juzgado-001-penal-del-circuito-especializado-en-extincion-de-dominio-de-villavicencio
"Norte de Santander, Capital: Cúcuta",JUZGADO 001 PENAL DEL CIRCUITO ESPECIALIZADO EN EXTINCIÓN DE DOMINIO DE CÚCUTA,https://www.ramajudicial.gov.co/web/juzgado-001-penal-del-circuito-especializado-en-extincion-de-dominio-de-cucuta
"Norte de Santander, Capital: Cúcuta",JUZGADO 002 PENAL DEL CIRCUITO ESPECIALIZADO EN EXTINCIÓN DE DOMINIO DE CÚCUTA,https://www.ramajudicial.gov.co/web/juzgado-002-penal-del-circuito-especializado-en-extincion-de-dominio-de-cucuta
"Risaralda, Capital: Pereira",JUZGADO 001 PENAL DEL CIRCUITO ESPECIALIZADO EN EXTINCIÓN DE DOMINIO DE PEREIRA,https://www.ramajudicial.gov.co/web/juzgado-001-penal-del-circuito-especializado-en-extincion-de-dominio-de-pereira
"Valle del Cauca, Capital: Cali",JUZGADO 001 PENAL DEL CIRCUITO ESPECIALIZADO EN EXTINCIÓN DE DOMINIO DE CALI,https://www.ramajudicial.gov.co/web/juzgado-001-penal-del-circuito-especializado-en-extincion-de-dominio-de-cali
"Valle del Cauca, Capital: Cali",JUZGADO 002 PENAL DEL CIRCUITO ESPECIALIZADO EN EXTINCIÓN DE DOMINIO DE CALI,https://www.ramajudicial.gov.co/web/juzgado-002-penal-del-circuito-especializado-en-extincion-de-dominio-de-cali
"Antioquia, Capital: Medellín",JUZGADO 001 PROMISCUO DEL CIRCUITO DE ABEJORRAL,https://www.ramajudicial.gov.co/web/juzgado-001-promiscuo-del-circuito-de-abejorral
"Antioquia, Capital: Medellín",JUZGADO 001 PROMISCUO DEL CIRCUITO DE AMAGÁ,https://www.ramajudicial.gov.co/web/juzgado-001-promiscuo-del-circuito-de-amaga
"Antioquia, Capital: Medellín",JUZGADO 001 PROMISCUO DEL CIRCUITO DE AMALFI,https://www.ramajudicial.gov.co/web/juzgado-001-promiscuo-del-circuito-de-amalfi
"Antioquia, Capital: Medellín",JUZGADO 001 PROMISCUO DEL CIRCUITO DE CISNEROS,https://www.ramajudicial.gov.co/web/juzgado-001-promiscuo-del-circuito-de-cisneros
"Antioquia, Capital: Medellín",JUZGADO 001 PROMISCUO DEL CIRCUITO DE CONCORDIA,https://www.ramajudicial.gov.co/web/juzgado-001-promiscuo-del-circuito-de-concordia
"Antioquia, Capital: Medellín",JUZGADO 001 PROMISCUO DEL CIRCUITO DE DABEIBA,https://www.ramajudicial.gov.co/web/juzgado-001-promiscuo-del-circuito-de-dabeiba
"Antioquia, Capital: Medellín",JUZGADO 001 PROMISCUO DEL CIRCUITO DE EL BAGRE,https://www.ramajudicial.gov.co/web/juzgado-001-promiscuo-del-circuito-de-el-bagre
"Antioquia, Capital: Medellín",JUZGADO 001 PROMISCUO DEL CIRCUITO DE FRONTINO,https://www.ramajudicial.gov.co/web/juzgado-001-promiscuo-del-circuito-de-frontino
"Antioquia, Capital: Medellín",JUZGADO 001 PROMISCUO DEL CIRCUITO DE JERICÓ,https://www.ramajudicial.gov.co/web/juzgado-01-promiscuo-circuito-de-jerico
"Antioquia, Capital: Medellín",JUZGADO 001 PROMISCUO DEL CIRCUITO DE SANTA BÁRBARA,https://www.ramajudicial.gov.co/web/juzgado-001-promiscuo-del-circuito-de-santa-barbara
"Antioquia, Capital: Medellín",JUZGADO 001 PROMISCUO DEL CIRCUITO DE SEGOVIA,https://www.ramajudicial.gov.co/web/juzgado-001-promiscuo-del-circuito-de-segovia
"Antioquia, Capital: Medellín",JUZGADO 001 PROMISCUO DEL CIRCUITO DE SOPETRÁN,https://www.ramajudicial.gov.co/web/juzgado-001-promiscuo-del-circuito-de-sopetran
"Antioquia, Capital: Medellín",JUZGADO 001 PROMISCUO DEL CIRCUITO DE TÁMESIS,https://www.ramajudicial.gov.co/web/juzgado-001-promiscuo-del-circuito-de-tamesis
"Antioquia, Capital: Medellín",JUZGADO 001 PROMISCUO DEL CIRCUITO DE TITIRIBÍ,https://www.ramajudicial.gov.co/web/juzgado-001-promiscuo-del-circuito-de-titiribi
"Antioquia, Capital: Medellín",JUZGADO 001 PROMISCUO DEL CIRCUITO DE URRAO,https://www.ramajudicial.gov.co/web/juzgado-001-promiscuo-del-circuito-de-urrao
"Antioquia, Capital: Medellín",JUZGADO 001 PROMISCUO DEL CIRCUITO DE YOLOMBÓ,https://www.ramajudicial.gov.co/web/juzgado-001-promiscuo-del-circuito-de-yolombo
"Arauca, Capital: Arauca",JUZGADO 001 PROMISCUO DEL CIRCUITO DE SARAVENA,https://www.ramajudicial.gov.co/web/juzgado-001-promiscuo-del-circuito-de-saravena
"Atlántico, Capital: Barranquilla",JUZGADO 001 PROMISCUO DEL CIRCUITO DE PUERTO COLOMBIA,https://www.ramajudicial.gov.co/web/juzgado-001-promiscuo-del-circuito-de-puerto-colombia
"Atlántico, Capital: Barranquilla",JUZGADO 001 PROMISCUO DEL CIRCUITO DE SABANALARGA,https://www.ramajudicial.gov.co/web/juzgado-001-promiscuo-del-circuito-de-sabanalarga
"Atlántico, Capital: Barranquilla",JUZGADO 002 PROMISCUO DEL CIRCUITO DE PUERTO COLOMBIA,https://www.ramajudicial.gov.co/web/juzgado-002-promiscuo-del-circuito-de-puerto-colombia
"Atlántico, Capital: Barranquilla",JUZGADO 002 PROMISCUO DEL CIRCUITO DE SABANALARGA,https://www.ramajudicial.gov.co/web/juzgado-002-promiscuo-del-circuito-de-sabanalarga
"Atlántico, Capital: Barranquilla",JUZGADO 003 PROMISCUO DEL CIRCUITO DE SABANALARGA,https://www.ramajudicial.gov.co/web/juzgado-003-promiscuo-del-circuito-de-sabanalarga
"Bolivar, Capital: Cartagena",JUZGADO 001 PROMISCUO DEL CIRCUITO DE CARMEN DE BOLÍVAR,https://www.ramajudicial.gov.co/web/juzgado-001-promiscuo-del-circuito-de-carmen-de-bolivar
"Bolivar, Capital: Cartagena",JUZGADO 001 PROMISCUO DEL CIRCUITO DE MOMPÓS,https://www.ramajudicial.gov.co/web/juzgado-001-promiscuo-del-circuito-de-mompos
"Bolivar, Capital: Cartagena",JUZGADO 001 PROMISCUO DEL CIRCUITO DE SIMITÍ,https://www.ramajudicial.gov.co/web/juzgado-001-promiscuo-del-circuito-de-simiti
"Bolivar, Capital: Cartagena",JUZGADO 001 PROMISCUO DEL CIRCUITO DE TURBACO,https://www.ramajudicial.gov.co/web/juzgado-001-promiscuo-del-circuito-de-turbaco
"Bolivar, Capital: Cartagena",JUZGADO 002 PROMISCUO DEL CIRCUITO DE CARMEN DE BOLÍVAR,https://www.ramajudicial.gov.co/web/juzgado-002-promiscuo-del-circuito-de-carmen-de-bolivar-
"Bolivar, Capital: Cartagena",JUZGADO 002 PROMISCUO DEL CIRCUITO DE MOMPÓS,https://www.ramajudicial.gov.co/web/juzgado-002-promiscuo-del-circuito-de-mompos
"Bolivar, Capital: Cartagena",JUZGADO 002 PROMISCUO DEL CIRCUITO DE TURBACO,https://www.ramajudicial.gov.co/web/juzgado-002-promiscuo-del-circuito-de-turbaco
"Boyacá, Capital: Tunja",JUZGADO 001 PROMISCUO DEL CIRCUITO DE MIRAFLORES,https://www.ramajudicial.gov.co/web/juzgado-001-promiscuo-del-circuito-de-miraflores
"Boyacá, Santa Rosa de Viterbo",JUZGADO 001 PROMISCUO DEL CIRCUITO DE EL COCUY,https://www.ramajudicial.gov.co/web/juzgado-001-promiscuo-del-circuito-de-el-cocuy
"Boyacá, Santa Rosa de Viterbo",JUZGADO 001 PROMISCUO DEL CIRCUITO DE PAZ DE RÍO,https://www.ramajudicial.gov.co/web/juzgado-promiscuo-del-circuito-de-paz-del-rio1
"Boyacá, Santa Rosa de Viterbo",JUZGADO 001 PROMISCUO DEL CIRCUITO DE SANTA ROSA DE VITERBO,https://www.ramajudicial.gov.co/web/juzgado-promiscuo-del-circuito-de-santa-rosa-de-viterbo
"Boyacá, Santa Rosa de Viterbo",JUZGADO 001 PROMISCUO DEL CIRCUITO DE SOATÁ,https://www.ramajudicial.gov.co/web/juzgado-promiscuo-del-circuito-de-soata
"Boyacá, Santa Rosa de Viterbo",JUZGADO 001 PROMISCUO DEL CIRCUITO DE SOCHA,https://www.ramajudicial.gov.co/web/juzgado-promiscuo-del-circuito-de-socha
"Caldas, Capital: Manizales",JUZGADO 001 PROMISCUO DEL CIRCUITO DE MANZANARES,https://www.ramajudicial.gov.co/web/juzgado-001-promiscuo-del-circuito-de-manzanares
"Caldas, Capital: Manizales",JUZGADO 001 PROMISCUO DEL CIRCUITO DE PENSILVANIA,https://www.ramajudicial.gov.co/web/juzgado-01-promiscuo-circuito-de-pensilvania
"Caqueta, Capital: Florencia",JUZGADO 001 PROMISCUO DEL CIRCUITO DE BELÉN DE LOS ANDAQUÍES,https://www.ramajudicial.gov.co/web/juzgado-001-promiscuo-del-circuito-de-belen-de-los-andaquies
"Caqueta, Capital: Florencia",JUZGADO 001 PROMISCUO DEL CIRCUITO DE PUERTO RICO,https://www.ramajudicial.gov.co/web/juzgado-001-promiscuo-del-circuito-de-puerto-rico
"Caqueta, Capital: Florencia",JUZGADO 002 PROMISCUO DEL CIRCUITO DE PUERTO RICO,https://www.ramajudicial.gov.co/web/juzgado-002-promiscuo-del-circuito-de-puerto-rico
"Caqueta, Capital: Florencia",JUZGADO 003 PROMISCUO DEL CIRCUITO DE PUERTO RICO,https://www.ramajudicial.gov.co/web/juzgado-003-promiscuo-del-circuito-de-puerto-rico
"Casanare, Capital: Yopal",JUZGADO 001 PROMISCUO DEL CIRCUITO DE MONTERREY,https://www.ramajudicial.gov.co/web/juzgado-01-promiscuo-circuito-de-monterrey
"Casanare, Capital: Yopal",JUZGADO 001 PROMISCUO DEL CIRCUITO DE OROCUÉ,https://www.ramajudicial.gov.co/web/juzgado-001-promiscuo-del-circuito-de-orocue
"Casanare, Capital: Yopal",JUZGADO 001 PROMISCUO DEL CIRCUITO DE PAZ DE ARIPORO,https://www.ramajudicial.gov.co/web/juzgado-01-promiscuo-del-circuito-paz-de-ariporo
"Casanare, Capital: Yopal",JUZGADO 002 PROMISCUO DEL CIRCUITO DE MONTERREY,https://www.ramajudicial.gov.co/web/juzgado-002-promiscuo-del-circuito-de-monterrey
"Casanare, Capital: Yopal",JUZGADO 002 PROMISCUO DEL CIRCUITO DE PAZ DE ARIPORO,https://www.ramajudicial.gov.co/web/juzgado-002-promiscuo-del-circuito-de-paz-de-ariporo
"Cauca, Capital: Popayán",JUZGADO 001 PROMISCUO DEL CIRCUITO DE BOLÍVAR,https://www.ramajudicial.gov.co/web/juzgado-001-promiscuo-del-circuito-de-bolivar
"Cauca, Capital: Popayán",JUZGADO 001 PROMISCUO DEL CIRCUITO DE CALOTO,https://www.ramajudicial.gov.co/web/juzgado-001-promiscuo-del-circuito-de-caloto
"Cauca, Capital: Popayán",JUZGADO 001 PROMISCUO DEL CIRCUITO DE GUAPÍ,https://www.ramajudicial.gov.co/web/juzgado-001-promiscuo-del-circuito-de-guapi
"Cauca, Capital: Popayán",JUZGADO 001 PROMISCUO DEL CIRCUITO DE SILVIA,https://www.ramajudicial.gov.co/web/juzgado-001-promiscuo-del-circuito-de-silvia
"Cesar, Capital: Valledupar",JUZGADO 001 PROMISCUO DEL CIRCUITO DE AGUACHICA,https://www.ramajudicial.gov.co/web/juzgado-001-promiscuo-del-circuito-de-aguachica
"Cesar, Capital: Valledupar",JUZGADO 002 PROMISCUO DEL CIRCUITO DE AGUACHICA,https://www.ramajudicial.gov.co/web/juzgado-002-promiscuo-del-circuito-de-aguachica
"Chocó, Capital: Quibdó",JUZGADO 001 PROMISCUO DEL CIRCUITO DE BAHÍA SOLANO,https://www.ramajudicial.gov.co/web/juzgado-001-promiscuo-del-circuito-de-bahia-solano
"Chocó, Capital: Quibdó",JUZGADO 001 PROMISCUO DEL CIRCUITO DE RIOSUCIO,https://www.ramajudicial.gov.co/web/juzgado-001-promiscuo-del-circuito-de-riosucio
"Cordoba, Capital: Montería",JUZGADO 001 PROMISCUO DEL CIRCUITO DE AYAPEL,https://www.ramajudicial.gov.co/web/juzgado-001-promiscuo-del-circuito-de-ayapel
"Cordoba, Capital: Montería",JUZGADO 001 PROMISCUO DEL CIRCUITO DE MONTELÍBANO,https://www.ramajudicial.gov.co/web/juzgado-001-promiscuo-del-circuito-de-montelibano
"Cordoba, Capital: Montería",JUZGADO 001 PROMISCUO DEL CIRCUITO DE PLANETA RICA,https://www.ramajudicial.gov.co/web/juzgado-001-promiscuo-del-circuito-de-planeta-rica
"Cordoba, Capital: Montería",JUZGADO 002 PROMISCUO DEL CIRCUITO DE MONTELÍBANO,https://www.ramajudicial.gov.co/web/juzgado-002-promiscuo-del-circuito-de-montelibano
Cundinamarca,JUZGADO 001 PROMISCUO DEL CIRCUITO DE GUADUAS,https://www.ramajudicial.gov.co/web/juzgado-001-promiscuo-del-circuito-de-guaduas
Cundinamarca,JUZGADO 001 PROMISCUO DEL CIRCUITO DE LA PALMA,https://www.ramajudicial.gov.co/web/juzgado-01-promiscuo-circuito-de-la-palma
